;Horas Presencia Efectiva Subcontratados;Horas Presencia Efectiva ETTs;Horas Formacion Seguridad Propios;Horas Formacion Seguridad ETTs;Accident;wk_position;Age;Severity;Accident_place;Gender_Hombre;T_Turno de mañana;T_Turno de noche;T_Turno de tarde;Age_Entre 30-50;Age_Mayor 50;Age_Menor 30;Tipo_trab_reduced;Acc_Duración Determinada;Acc_ETT;Acc_Indefinido;Acc_Otros
2150;0.0;0.0;0.0;0.0;1;Power Press Op;Mayor 50;Leve;Mantenimiento;1;1;0;0;0;1;0;Otros;0;0;0;1
2151;0.0;0.0;607.0;0.0;1;Longi 2;Mayor 50;Muy grave;Mantenimiento;1;1;0;0;0;1;0;Otros;0;0;0;1
2152;25249.0;42485.0;1419.0;829.0;1;Operario Puente grúa;Entre 30-50;Leve;Mantenimiento;1;0;0;1;1;0;0;Indefinido;0;0;1;0
2153;0.0;0.0;607.0;0.0;1;BOBINERO;Mayor 50;Grave;Mantenimiento;1;0;0;1;0;1;0;Otros;0;0;0;1
2154;0.0;0.0;607.0;0.0;1;Maquinistas Líneas de Corte;Menor 30;Muy grave;Mantenimiento;1;0;1;0;0;0;1;Otros;0;0;0;1
2155;25249.0;42485.0;1419.0;829.0;1;Operador de Recolha de Resíduos;Menor 30;Leve;Mantenimiento;1;1;0;0;0;0;1;Indefinido;0;0;1;0
2156;25249.0;42485.0;1419.0;829.0;1;Handling material;Entre 30-50;Muy grave;Mantenimiento;1;1;0;0;1;0;0;ETT;0;1;0;0
2157;0.0;46113.0;1544.0;0.0;1;Transporte de material acabado;Entre 30-50;Leve;Mantenimiento;1;1;0;0;1;0;0;Indefinido;0;0;1;0
2158;0.0;46113.0;1544.0;0.0;1;Crane driver;Entre 30-50;Leve;Mantenimiento;1;1;0;0;1;0;0;Indefinido;0;0;1;0
2159;0.0;0.0;0.0;0.0;1;Maschinenführer 1, Presse 2;Entre 30-50;Grave;Mantenimiento;1;0;0;1;1;0;0;ETT;0;1;0;0
2160;0.0;0.0;607.0;0.0;1;Operador auxiliar;Entre 30-50;Muy grave;Mantenimiento;1;1;0;0;1;0;0;Otros;0;0;0;1
2161;25249.0;42485.0;1419.0;829.0;1;Auxiliar de logística;Mayor 50;Grave;Mantenimiento;1;0;0;1;0;1;0;Indefinido;0;0;1;0
2162;25249.0;42485.0;1419.0;829.0;1;Gruista entrada decapado;Entre 30-50;Grave;Mantenimiento;1;0;0;1;1;0;0;Otros;0;0;0;1
2163;25249.0;42485.0;1419.0;829.0;1;Titular de Linea;Mayor 50;Muy grave;Mantenimiento;1;1;0;0;0;1;0;ETT;0;1;0;0
2164;0.0;0.0;607.0;0.0;1;Carrying metarial by forklift;Mayor 50;Leve;Mantenimiento;1;0;0;1;0;1;0;Indefinido;0;0;1;0
2165;25249.0;42485.0;1419.0;829.0;1;carretillero;Mayor 50;Leve;Mantenimiento;1;1;0;0;0;1;0;ETT;0;1;0;0
2166;0.0;0.0;607.0;0.0;1;EMBALADOR 015;Entre 30-50;Leve;Mantenimiento;1;1;0;0;1;0;0;Indefinido;0;0;1;0
2167;0.0;0.0;607.0;0.0;1;MF1 Presse 1;Entre 30-50;Grave;Mantenimiento;1;1;0;0;1;0;0;Indefinido;0;0;1;0
2168;0.0;0.0;607.0;0.0;1;MF2 Anlernen;Mayor 50;Grave;Mantenimiento;1;0;1;0;0;1;0;Indefinido;0;0;1;0
2169;0.0;0.0;607.0;0.0;1;TRANS005;Mayor 50;Grave;Mantenimiento;1;0;0;1;0;1;0;Otros;0;0;0;1
2170;25249.0;42485.0;1419.0;829.0;1;packaging operator;Menor 30;Muy grave;Mantenimiento;1;1;0;0;0;0;1;Indefinido;0;0;1;0
2171;25685.0;18303.0;1151.0;152.0;1;Operador auxiliar;Entre 30-50;Leve;Mantenimiento;1;1;0;0;1;0;0;Indefinido;0;0;1;0
2172;25685.0;18303.0;1151.0;152.0;1;Verlader / Staplerfahrer;Entre 30-50;Muy grave;Mantenimiento;1;1;0;0;1;0;0;Indefinido;0;0;1;0
2173;25249.0;42485.0;1419.0;829.0;1;Gruista de caldera y limpieza de caldera;Mayor 50;Leve;Mantenimiento;1;0;0;1;0;1;0;Indefinido;0;0;1;0
2174;25249.0;42485.0;1419.0;829.0;1;Si (empresa externa);Menor 30;Leve;Mantenimiento;1;0;0;1;0;0;1;ETT;0;1;0;0
2175;25249.0;42485.0;1419.0;829.0;1;PRENSA002;Entre 30-50;Muy grave;Mantenimiento;1;1;0;0;1;0;0;Indefinido;0;0;1;0
2176;2836.0;2046.0;1212.0;0.0;1;FINANZAS - PAGO A PROVEEDORES;Mayor 50;Leve;Mantenimiento;1;0;0;1;0;1;0;Indefinido;0;0;1;0
2177;25249.0;42485.0;1419.0;829.0;1;Press Operators;Entre 30-50;Leve;Mantenimiento;1;1;0;0;1;0;0;Indefinido;0;0;1;0
2178;2836.0;2046.0;1212.0;0.0;1;maquinista tubos;Mayor 50;Leve;Mantenimiento;1;1;0;0;0;1;0;Indefinido;0;0;1;0
2179;25249.0;42485.0;1419.0;829.0;1;Material Handler;Mayor 50;Muy grave;Mantenimiento;1;0;0;1;0;1;0;Otros;0;0;0;1
2180;25249.0;42485.0;1419.0;829.0;1;Operador Principal (Em formação);Mayor 50;Muy grave;Mantenimiento;1;0;0;1;0;1;0;ETT;0;1;0;0
2181;25249.0;42485.0;1419.0;829.0;1;Fahrer Räumfahrzeug;Menor 30;Grave;Mantenimiento;1;1;0;0;0;0;1;Indefinido;0;0;1;0
2182;0.0;0.0;0.0;0.0;1;CHOFER CAMIÓN CARPINTERIA;Entre 30-50;Grave;Mantenimiento;1;1;0;0;1;0;0;Otros;0;0;0;1
2183;0.0;0.0;0.0;0.0;1;Accidente que ocurre en la planta de un cliente con una cantonera colocada en un paquete de formatos enviado desde nuestra planta;Entre 30-50;Leve;Mantenimiento;1;0;1;0;1;0;0;Indefinido;0;0;1;0
2184;25685.0;18303.0;1151.0;152.0;1;OPERADOR PUENTE GRUA;Mayor 50;Grave;Mantenimiento;1;1;0;0;0;1;0;Otros;0;0;0;1
2185;25249.0;42485.0;1419.0;829.0;1;Soldador/gruista;Entre 30-50;Leve;Mantenimiento;1;1;0;0;1;0;0;ETT;0;1;0;0
2186;25685.0;18303.0;1151.0;152.0;1;Auxiliar Línea Corte Prensa I;Entre 30-50;Grave;Mantenimiento;1;1;0;0;1;0;0;Otros;0;0;0;1
2187;25249.0;42485.0;1419.0;829.0;1;EMBALADORA LC6;Menor 30;Grave;Mantenimiento;1;1;0;0;0;0;1;Otros;0;0;0;1
2188;25685.0;18303.0;1151.0;152.0;1;GRUISTA PTA008;Entre 30-50;Muy grave;Mantenimiento;1;1;0;0;1;0;0;Indefinido;0;0;1;0
2189;2836.0;2046.0;1212.0;0.0;1;Operador de montagem de árvores de navalhas / Operador auxiliar;Entre 30-50;Muy grave;Mantenimiento;1;1;0;0;1;0;0;Indefinido;0;0;1;0
2190;2836.0;2046.0;1212.0;0.0;1;Carreteillero;Mayor 50;Muy grave;Mantenimiento;1;0;0;1;0;1;0;Otros;0;0;0;1
2191;25249.0;42485.0;1419.0;829.0;1;Stacker - training as forklift driver;Entre 30-50;Leve;Mantenimiento;1;0;0;1;1;0;0;Indefinido;0;0;1;0
2192;25249.0;42485.0;1419.0;829.0;1;Staplerfahrerin;Mayor 50;Leve;Mantenimiento;1;1;0;0;0;1;0;ETT;0;1;0;0
2193;0.0;0.0;607.0;0.0;1;TITULAR LÍNEA CORTE PRENSA I;Mayor 50;Grave;Mantenimiento;0;0;0;1;0;1;0;Indefinido;0;0;1;0
2194;0.0;0.0;607.0;0.0;1;Utillero;Mayor 50;Leve;Mantenimiento;0;0;0;1;0;1;0;ETT;0;1;0;0
2195;0.0;0.0;607.0;0.0;1;AYUDANTE PRENS004;Entre 30-50;Muy grave;Mantenimiento;1;1;0;0;1;0;0;Otros;0;0;0;1
2196;0.0;0.0;607.0;0.0;1;alimentador;Entre 30-50;Muy grave;Mantenimiento;1;0;0;1;1;0;0;Indefinido;0;0;1;0
2197;25685.0;18303.0;1151.0;152.0;1;Salida de la carretilla de descarga y flejado del material;Mayor 50;Grave;Mantenimiento;1;1;0;0;0;1;0;Indefinido;0;0;1;0
2198;25249.0;42485.0;1419.0;829.0;1;Verpacker Presse 3;Menor 30;Muy grave;Mantenimiento;1;0;0;1;0;0;1;Indefinido;0;0;1;0
2199;25685.0;18303.0;1151.0;152.0;1;Power Press Op;Menor 30;Leve;Mantenimiento;1;1;0;0;0;0;1;Otros;0;0;0;1
2200;25249.0;42485.0;1419.0;829.0;1;Expedição - enlonamento;Menor 30;Grave;Mantenimiento;1;1;0;0;0;0;1;Otros;0;0;0;1
2201;25249.0;42485.0;1419.0;829.0;1;Crane Operator;Mayor 50;Muy grave;Mantenimiento;1;1;0;0;0;1;0;Otros;0;0;0;1
2202;0.0;0.0;0.0;0.0;1;Carretillero de la Empresa Pardo Freijo;Entre 30-50;Grave;Mantenimiento;1;1;0;0;1;0;0;Indefinido;0;0;1;0
2203;0.0;0.0;0.0;0.0;1;forklift driver;Entre 30-50;Muy grave;Mantenimiento;1;0;0;1;1;0;0;Indefinido;0;0;1;0
2204;0.0;0.0;0.0;0.0;1;Operario corte;Entre 30-50;Grave;Mantenimiento;1;0;0;1;1;0;0;Otros;0;0;0;1
2205;0.0;0.0;607.0;0.0;1;Operating of press machine;Entre 30-50;Leve;Mantenimiento;1;1;0;0;1;0;0;Otros;0;0;0;1
2206;25249.0;42485.0;1419.0;829.0;1;Operador de montacargas asistido en la carga de camiones;Entre 30-50;Muy grave;Mantenimiento;1;0;0;1;1;0;0;Indefinido;0;0;1;0
2207;0.0;0.0;0.0;0.0;1;Gruista de salida;Mayor 50;Muy grave;Mantenimiento;1;0;0;1;0;1;0;Otros;0;0;0;1
2208;0.0;0.0;0.0;0.0;1;Tornero ajustador;Mayor 50;Muy grave;Mantenimiento;1;0;0;1;0;1;0;Otros;0;0;0;1
2209;25249.0;42485.0;1419.0;829.0;1;Titular Línea Corte Prensa I;Entre 30-50;Grave;Mantenimiento;1;1;0;0;1;0;0;ETT;0;1;0;0
2210;0.0;0.0;607.0;0.0;1;Maquinista líder PRENS004;Entre 30-50;Muy grave;Mantenimiento;1;1;0;0;1;0;0;Indefinido;0;0;1;0
2211;0.0;0.0;607.0;0.0;1;Kranführer Halle 1 Süd;Menor 30;Grave;Mantenimiento;1;1;0;0;0;0;1;ETT;0;1;0;0
2212;0.0;0.0;0.0;0.0;1;LkW-Fahrer;Mayor 50;Muy grave;Mantenimiento;1;0;1;0;0;1;0;Duración Determinada;1;0;0;0
2213;25685.0;18303.0;1151.0;152.0;1;Titular de línea y auxiliar (Prensa Rovetta);Entre 30-50;Grave;Mantenimiento;1;1;0;0;1;0;0;ETT;0;1;0;0
2214;25685.0;18303.0;1151.0;152.0;1;Gruista Nave 2 - 3;Mayor 50;Grave;Mantenimiento;1;0;0;1;0;1;0;Otros;0;0;0;1
2215;25249.0;42485.0;1419.0;829.0;1;Operador auxiliar LCT;Menor 30;Leve;Mantenimiento;1;0;1;0;0;0;1;Indefinido;0;0;1;0
2216;2836.0;2046.0;1212.0;0.0;1;wrapping and packing bundles of steel ;Entre 30-50;Leve;Mantenimiento;1;0;0;1;1;0;0;ETT;0;1;0;0
2217;25249.0;42485.0;1419.0;829.0;1;LONGI2;Entre 30-50;Muy grave;Mantenimiento;1;1;0;0;1;0;0;Otros;0;0;0;1
2218;25249.0;42485.0;1419.0;829.0;1;Verlader;Entre 30-50;Leve;Mantenimiento;1;1;0;0;1;0;0;Otros;0;0;0;1
2219;25249.0;42485.0;1419.0;829.0;1;Press Operator/Crane;Mayor 50;Grave;Mantenimiento;1;1;0;0;0;1;0;Otros;0;0;0;1
2220;25249.0;42485.0;1419.0;829.0;1;EMBALADO Y FLEJADO;Entre 30-50;Muy grave;Mantenimiento;1;1;0;0;1;0;0;Indefinido;0;0;1;0
2221;0.0;0.0;607.0;0.0;1;MF2 Presse 1;Entre 30-50;Leve;Mantenimiento;1;1;0;0;1;0;0;ETT;0;1;0;0
2222;0.0;0.0;0.0;0.0;1;Director de produccción;Menor 30;Muy grave;Mantenimiento;1;0;1;0;0;0;1;ETT;0;1;0;0
2223;0.0;0.0;607.0;0.0;1;External Agency - Camera Installer;Mayor 50;Grave;Mantenimiento;1;0;0;1;0;1;0;Otros;0;0;0;1
2224;0.0;0.0;607.0;0.0;1;Gruista de caldera;Mayor 50;Grave;Mantenimiento;1;1;0;0;0;1;0;Otros;0;0;0;1
2225;0.0;0.0;607.0;0.0;1;crane operator;Entre 30-50;Leve;Mantenimiento;1;1;0;0;1;0;0;Otros;0;0;0;1
2226;25249.0;42485.0;1419.0;829.0;1;Weighbridge Operator;Menor 30;Grave;Mantenimiento;1;0;0;1;0;0;1;Indefinido;0;0;1;0
2227;0.0;0.0;607.0;0.0;1;Instandhalter;Entre 30-50;Muy grave;Mantenimiento;1;1;0;0;1;0;0;Otros;0;0;0;1
2228;25249.0;42485.0;1419.0;829.0;1;Verificador tubos 601;Mayor 50;Muy grave;Mantenimiento;1;0;1;0;0;1;0;Indefinido;0;0;1;0
2229;25249.0;42485.0;1419.0;829.0;1;Maquinista LC4/LC7 y Gruista;Mayor 50;Grave;Mantenimiento;1;1;0;0;0;1;0;Otros;0;0;0;1
2230;0.0;0.0;0.0;0.0;1;Colgador;Entre 30-50;Leve;Mantenimiento;1;1;0;0;1;0;0;Otros;0;0;0;1
2231;25249.0;42485.0;1419.0;829.0;1;Embaladora;Entre 30-50;Muy grave;Mantenimiento;1;0;1;0;1;0;0;Indefinido;0;0;1;0
2232;25249.0;42485.0;1419.0;829.0;1;FLEJADOR TRANS002;Entre 30-50;Grave;Mantenimiento;1;1;0;0;1;0;0;ETT;0;1;0;0
2233;0.0;0.0;607.0;0.0;1;AUXILIAR DE LINEA;Mayor 50;Leve;Mantenimiento;1;1;0;0;0;1;0;Otros;0;0;0;1
2234;25249.0;42485.0;1419.0;829.0;1;Puente Grua Tubos;Entre 30-50;Grave;Mantenimiento;1;0;1;0;1;0;0;ETT;0;1;0;0
2235;0.0;0.0;607.0;0.0;1;Soldador y gruista;Menor 30;Muy grave;Mantenimiento;1;1;0;0;0;0;1;Otros;0;0;0;1
2236;25685.0;18303.0;1151.0;152.0;1;soldadura;Entre 30-50;Leve;Mantenimiento;1;0;0;1;1;0;0;Otros;0;0;0;1
2237;0.0;0.0;607.0;0.0;1;Mitarbeiter Qualitätsmanagement;Entre 30-50;Muy grave;Mantenimiento;1;1;0;0;1;0;0;Otros;0;0;0;1
2238;0.0;0.0;607.0;0.0;1;Staplerfahrer;Menor 30;Leve;Mantenimiento;1;0;0;1;0;0;1;Otros;0;0;0;1
2239;0.0;0.0;607.0;0.0;1;EMBALADOR  480;Entre 30-50;Leve;Mantenimiento;1;0;0;1;1;0;0;Otros;0;0;0;1
2240;25249.0;42485.0;1419.0;829.0;1;Maschinenführer 1, Presse 2;Mayor 50;Grave;Mantenimiento;1;1;0;0;0;1;0;ETT;0;1;0;0
2241;25249.0;42485.0;1419.0;829.0;1;AUXILIAR LONGI;Mayor 50;Leve;Mantenimiento;1;0;0;1;0;1;0;ETT;0;1;0;0
2242;25249.0;42485.0;1419.0;829.0;1;Slitting Operator ;Menor 30;Muy grave;Mantenimiento;1;0;0;1;0;0;1;Indefinido;0;0;1;0
2243;0.0;0.0;607.0;0.0;1;Equipo de preparación de montajes;Menor 30;Grave;Mantenimiento;1;1;0;0;0;0;1;Indefinido;0;0;1;0
2244;0.0;0.0;607.0;0.0;1;Mantenimiento electrico;Entre 30-50;Grave;Mantenimiento;1;0;0;1;1;0;0;Otros;0;0;0;1
2245;25249.0;42485.0;1419.0;829.0;1;Montacarguista;Entre 30-50;Leve;Mantenimiento;1;1;0;0;1;0;0;Otros;0;0;0;1
2246;25249.0;42485.0;1419.0;829.0;1;Instandhalter;Mayor 50;Leve;Mantenimiento;0;1;0;0;0;1;0;Otros;0;0;0;1
2247;25249.0;42485.0;1419.0;829.0;1;Verpacker Halle 8;Mayor 50;Grave;Mantenimiento;1;1;0;0;0;1;0;Otros;0;0;0;1
2248;0.0;46113.0;1544.0;0.0;1;EMBALADORA LONGI 6;Entre 30-50;Muy grave;Mantenimiento;1;0;0;1;1;0;0;Duración Determinada;1;0;0;0
2249;0.0;0.0;607.0;0.0;1;Carrtillero;Mayor 50;Leve;Mantenimiento;1;1;0;0;0;1;0;ETT;0;1;0;0
2250;25249.0;42485.0;1419.0;829.0;1;Puente Grua Tubos;Mayor 50;Grave;Mantenimiento;1;1;0;0;0;1;0;ETT;0;1;0;0
2251;25249.0;42485.0;1419.0;829.0;1;TORO GRANDE;Mayor 50;Leve;Mantenimiento;1;1;0;0;0;1;0;ETT;0;1;0;0
2252;0.0;0.0;0.0;0.0;1;Almacenes;Entre 30-50;Leve;Mantenimiento;1;0;0;1;1;0;0;Indefinido;0;0;1;0
2253;0.0;0.0;0.0;0.0;1;Operario de maquinas;Menor 30;Grave;Mantenimiento;1;1;0;0;0;0;1;Indefinido;0;0;1;0
2254;25249.0;42485.0;1419.0;829.0;1;Gruista y Maquinista Trans;Entre 30-50;Leve;Mantenimiento;1;1;0;0;1;0;0;ETT;0;1;0;0
2255;0.0;46113.0;1544.0;0.0;1;CARPINTERIA;Mayor 50;Muy grave;Mantenimiento;1;0;0;1;0;1;0;Indefinido;0;0;1;0
2256;0.0;46113.0;1544.0;0.0;1;Carretilleros;Entre 30-50;Leve;Mantenimiento;1;0;0;1;1;0;0;Indefinido;0;0;1;0
2257;0.0;0.0;607.0;0.0;1;AYUDANTE LONGI005;Mayor 50;Grave;Mantenimiento;1;1;0;0;0;1;0;Indefinido;0;0;1;0
2258;2836.0;2046.0;1212.0;0.0;1;FLEJADOR TRANS002;Mayor 50;Muy grave;Mantenimiento;1;0;0;1;0;1;0;Otros;0;0;0;1
2259;2836.0;2046.0;1212.0;0.0;1;Operario Puente Grúa;Entre 30-50;Leve;Mantenimiento;1;0;0;1;1;0;0;Otros;0;0;0;1
2260;25249.0;42485.0;1419.0;829.0;1;Troquelista;Entre 30-50;Muy grave;Mantenimiento;1;1;0;0;1;0;0;ETT;0;1;0;0
2261;0.0;46113.0;1544.0;0.0;1;"Auxiliares de Logistica
Operador de Grua Telescopica";Entre 30-50;Leve;Mantenimiento;1;1;0;0;1;0;0;Indefinido;0;0;1;0
2262;0.0;46113.0;1544.0;0.0;1;EMBALADORA;Mayor 50;Grave;Mantenimiento;1;0;0;1;0;1;0;Otros;0;0;0;1
2263;0.0;0.0;607.0;0.0;1;Programador;Entre 30-50;Muy grave;Mantenimiento;1;0;0;1;1;0;0;Otros;0;0;0;1
2264;0.0;0.0;0.0;0.0;1;Staplerfahrer Halle 8;Menor 30;Grave;Mantenimiento;1;1;0;0;0;0;1;Otros;0;0;0;1
2265;2836.0;2046.0;1212.0;0.0;1;Gruista de tubos;Mayor 50;Muy grave;Mantenimiento;1;0;1;0;0;1;0;Otros;0;0;0;1
2266;17051.0;211.0;757.0;0.0;1;Troquelista;Entre 30-50;Muy grave;Mantenimiento;1;0;0;1;1;0;0;Otros;0;0;0;1
2267;25685.0;18303.0;1151.0;152.0;1;Reemplazo de herramienta en la línea de corte transversal PRENS002;Mayor 50;Leve;Mantenimiento;1;0;1;0;0;1;0;ETT;0;1;0;0
2268;25685.0;18303.0;1151.0;152.0;1;roll form machine;Entre 30-50;Grave;Mantenimiento;1;0;1;0;1;0;0;Otros;0;0;0;1
2269;25685.0;18303.0;1151.0;152.0;1;OPERARIO TREN DE TROQUELADO;Entre 30-50;Leve;Mantenimiento;1;0;0;1;1;0;0;Otros;0;0;0;1
2270;25249.0;42485.0;1419.0;829.0;1;Maschinenführer 1 Presse 3;Entre 30-50;Muy grave;Mantenimiento;1;0;0;1;1;0;0;Indefinido;0;0;1;0
2271;0.0;0.0;607.0;0.0;1;Maschinenführer 1 Presse 5;Entre 30-50;Grave;Mantenimiento;1;1;0;0;1;0;0;ETT;0;1;0;0
2272;25249.0;42485.0;1419.0;829.0;1;EMBALADORA LONGI 6;Mayor 50;Grave;Mantenimiento;1;1;0;0;0;1;0;ETT;0;1;0;0
2273;25249.0;42485.0;1419.0;829.0;1;Maintenance Manager;Menor 30;Leve;Mantenimiento;1;1;0;0;0;0;1;Indefinido;0;0;1;0
2274;0.0;0.0;607.0;0.0;1;Titular/ayudante de perfiladoras;Entre 30-50;Leve;Mantenimiento;0;1;0;0;1;0;0;Indefinido;0;0;1;0
2275;25685.0;18303.0;1151.0;152.0;1;safety guard;Entre 30-50;Grave;Mantenimiento;1;0;1;0;1;0;0;Otros;0;0;0;1
2276;25249.0;42485.0;1419.0;829.0;1;Operador Puente-Grúa;Entre 30-50;Grave;Mantenimiento;1;0;0;1;1;0;0;Otros;0;0;0;1
2277;25249.0;42485.0;1419.0;829.0;1;shift manager;Entre 30-50;Leve;Mantenimiento;1;1;0;0;1;0;0;Indefinido;0;0;1;0
2278;25249.0;42485.0;1419.0;829.0;1;Titular de longi004;Mayor 50;Muy grave;Mantenimiento;1;0;0;1;0;1;0;Otros;0;0;0;1
2279;25249.0;42485.0;1419.0;829.0;1;N/A ;Mayor 50;Grave;Mantenimiento;1;1;0;0;0;1;0;Indefinido;0;0;1;0
2280;25249.0;42485.0;1419.0;829.0;1;Mitarbeiter Qualitätsmanagement;Entre 30-50;Grave;Mantenimiento;1;1;0;0;1;0;0;Indefinido;0;0;1;0
2281;25249.0;42485.0;1419.0;829.0;1;Titular de linea;Mayor 50;Grave;Mantenimiento;1;1;0;0;0;1;0;ETT;0;1;0;0
2282;25249.0;42485.0;1419.0;829.0;1;galvanized - hanger;Mayor 50;Leve;Mantenimiento;1;0;0;1;0;1;0;Indefinido;0;0;1;0
2283;25249.0;42485.0;1419.0;829.0;1;Operador principal;Entre 30-50;Muy grave;Mantenimiento;1;0;0;1;1;0;0;Indefinido;0;0;1;0
2284;0.0;0.0;0.0;0.0;1;galvanized packaking;Entre 30-50;Muy grave;Mantenimiento;1;0;1;0;1;0;0;Indefinido;0;0;1;0
2285;17051.0;211.0;757.0;0.0;1;Operario de muestras;Entre 30-50;Grave;Mantenimiento;1;0;0;1;1;0;0;Otros;0;0;0;1
2286;2836.0;2046.0;1212.0;0.0;1;maquinista lc;Entre 30-50;Muy grave;Mantenimiento;1;1;0;0;1;0;0;Otros;0;0;0;1
2287;2836.0;2046.0;1212.0;0.0;1;TREN DE LAMINACIÓN;Mayor 50;Muy grave;Mantenimiento;1;0;1;0;0;1;0;Otros;0;0;0;1
2288;17051.0;211.0;757.0;0.0;1;Operario Entrada Decapado M1;Menor 30;Grave;Mantenimiento;1;0;1;0;0;0;1;Otros;0;0;0;1
2289;2836.0;2046.0;1212.0;0.0;1;Varios;Mayor 50;Leve;Mantenimiento;1;0;0;1;0;1;0;Indefinido;0;0;1;0
2290;2836.0;2046.0;1212.0;0.0;1;No, su puesto habitual es entrada decapado;Entre 30-50;Leve;Mantenimiento;0;0;1;0;1;0;0;Indefinido;0;0;1;0
2291;25249.0;42485.0;1419.0;829.0;1;Operador de Embalagem LCL;Menor 30;Muy grave;Mantenimiento;1;1;0;0;0;0;1;Indefinido;0;0;1;0
2292;25249.0;42485.0;1419.0;829.0;1;empaquetadora/ flejado;Entre 30-50;Leve;Mantenimiento;1;1;0;0;1;0;0;Indefinido;0;0;1;0
2293;25249.0;42485.0;1419.0;829.0;1;Mick Brennan is responsible for all cranes and lifting equipment;Mayor 50;Grave;Mantenimiento;1;0;1;0;0;1;0;Otros;0;0;0;1
2294;25685.0;18303.0;1151.0;152.0;1;: Operador II;Entre 30-50;Muy grave;Mantenimiento;1;0;1;0;1;0;0;Otros;0;0;0;1
2295;0.0;0.0;607.0;0.0;1;storekeeper;Mayor 50;Grave;Mantenimiento;1;1;0;0;0;1;0;Indefinido;0;0;1;0
2296;0.0;0.0;607.0;0.0;1;línea de corte;Entre 30-50;Leve;Mantenimiento;1;0;0;1;1;0;0;Indefinido;0;0;1;0
2297;25249.0;42485.0;1419.0;829.0;1;operative Logistikfachkraft;Entre 30-50;Leve;Mantenimiento;1;0;1;0;1;0;0;ETT;0;1;0;0
2298;25249.0;42485.0;1419.0;829.0;1;GRUISTA DE ENTRADA LINEA DE DECAPADO;Mayor 50;Leve;Mantenimiento;1;0;0;1;0;1;0;Indefinido;0;0;1;0
2299;0.0;0.0;0.0;0.0;1;Mitarbeiter Qualitätsmanagement;Entre 30-50;Grave;Mantenimiento;1;0;0;1;1;0;0;Otros;0;0;0;1
2300;0.0;0.0;0.0;0.0;1;maquinista;Mayor 50;Grave;Mantenimiento;1;0;0;1;0;1;0;Otros;0;0;0;1
2301;0.0;0.0;0.0;0.0;1;Verpacker / Bestuecker;Mayor 50;Muy grave;Mantenimiento;1;0;0;1;0;1;0;Indefinido;0;0;1;0
2302;0.0;0.0;0.0;0.0;1;Operador de Produção II;Mayor 50;Grave;Mantenimiento;1;1;0;0;0;1;0;Indefinido;0;0;1;0
2303;0.0;0.0;0.0;0.0;1;Tubos;Entre 30-50;Grave;Mantenimiento;1;1;0;0;1;0;0;ETT;0;1;0;0
2304;0.0;0.0;0.0;0.0;1;Titular Corte Termico;Menor 30;Muy grave;Mantenimiento;1;1;0;0;0;0;1;Indefinido;0;0;1;0
2305;25249.0;42485.0;1419.0;829.0;1;Gruista/carretillero;Entre 30-50;Leve;Mantenimiento;1;1;0;0;1;0;0;Indefinido;0;0;1;0
2306;25249.0;42485.0;1419.0;829.0;1;Verpacker LONGI001;Mayor 50;Grave;Mantenimiento;1;0;0;1;0;1;0;ETT;0;1;0;0
2307;25249.0;42485.0;1419.0;829.0;1;Reemplazo de herramienta en la línea de corte transversal PRENS002;Entre 30-50;Leve;Mantenimiento;1;0;0;1;1;0;0;ETT;0;1;0;0
2308;25249.0;42485.0;1419.0;829.0;1;OPERARIO;Mayor 50;Leve;Mantenimiento;1;1;0;0;0;1;0;Otros;0;0;0;1
2309;25249.0;42485.0;1419.0;829.0;1;Titular Corte Termico;Entre 30-50;Grave;Mantenimiento;1;0;0;1;1;0;0;Otros;0;0;0;1
2310;25249.0;42485.0;1419.0;829.0;1;AYUDANTE LONGI004;Entre 30-50;Leve;Mantenimiento;0;1;0;0;1;0;0;Otros;0;0;0;1
2311;25249.0;42485.0;1419.0;829.0;1;Jefe Ventas Zona Sur;Mayor 50;Grave;Mantenimiento;1;1;0;0;0;1;0;ETT;0;1;0;0
2312;25249.0;42485.0;1419.0;829.0;1;EMBALAJE MANUAL;Entre 30-50;Grave;Mantenimiento;1;1;0;0;1;0;0;ETT;0;1;0;0
2313;25249.0;42485.0;1419.0;829.0;1;galvanized-hanger;Menor 30;Grave;Mantenimiento;1;1;0;0;0;0;1;ETT;0;1;0;0
2314;2836.0;2046.0;1212.0;0.0;1;EMBAL480;Mayor 50;Leve;Mantenimiento;1;0;0;1;0;1;0;Otros;0;0;0;1
2315;2836.0;2046.0;1212.0;0.0;1;hanger;Entre 30-50;Leve;Mantenimiento;1;1;0;0;1;0;0;Otros;0;0;0;1
2316;25249.0;42485.0;1419.0;829.0;1;Blanking operator;Mayor 50;Grave;Mantenimiento;0;1;0;0;0;1;0;Otros;0;0;0;1
2317;25249.0;42485.0;1419.0;829.0;1;Gruista y limpieza de caldera;Entre 30-50;Leve;Mantenimiento;1;0;0;1;1;0;0;Indefinido;0;0;1;0
2318;25249.0;42485.0;1419.0;829.0;1;IT-Administrator;Entre 30-50;Muy grave;Mantenimiento;1;0;0;1;1;0;0;Indefinido;0;0;1;0
2319;0.0;0.0;607.0;0.0;1;maquinista de robot de soldadura;Entre 30-50;Muy grave;Mantenimiento;1;0;1;0;1;0;0;Indefinido;0;0;1;0
